 num     #instances         #bytes  class name (module)
1005:             1             88  sun.nio.ch.ServerSocketChannelImpl (java.base@17.0.5)
1006:             1             88  sun.reflect.misc.MethodUtil (java.base@17.0.5)
1007:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@17.0.5)
1008:             1             80  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@17.0.5)
1009:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@17.0.5)
1010:             2             80  [Ljavax.servlet.DispatcherType;
1011:             1             80  [Ljavax.websocket.CloseReason$CloseCodes;
1012:             1             80  [Ljdk.jfr.internal.EventWriterMethod; (jdk.jfr@17.0.5)
1013:             2             80  [Lorg.springframework.boot.cloud.CloudPlatform;
1014:             2             80  [Lorg.springframework.context.annotation.FilterType;
1015:             3             80  [Lorg.springframework.core.io.Resource;
1016:             2             80  [Lorg.springframework.http.HttpStatus$Series;
1017:             5             80  com.fasterxml.jackson.databind.deser.BeanDeserializerFactory
1018:             5             80  com.fasterxml.jackson.databind.ser.BeanSerializerFactory
1019:             5             80  com.fasterxml.jackson.databind.type.TypeParser
1020:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@17.0.5)
1021:             2             80  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$574/0x0000000800f0f8f8
1022:             2             80  java.io.BufferedInputStream (java.base@17.0.5)
1023:             2             80  java.io.BufferedWriter (java.base@17.0.5)
1024:             2             80  java.io.PrintStream (java.base@17.0.5)
1025:             2             80  java.lang.ModuleLayer (java.base@17.0.5)
1026:             2             80  java.lang.invoke.MethodHandleImpl$WrappedMember (java.base@17.0.5)
1027:             2             80  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@17.0.5)
1028:             2             80  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@17.0.5)
1029:             2             80  java.lang.module.Configuration (java.base@17.0.5)
1030:             2             80  java.net.InetAddress$CachedAddresses (java.base@17.0.5)
1031:             5             80  java.net.InetSocketAddress (java.base@17.0.5)
1032:             2             80  java.net.Socket (java.base@17.0.5)
1033:             5             80  java.net.URLPermission$Authority (java.base@17.0.5)
1034:             5             80  java.net.UnixDomainSocketAddress (java.base@17.0.5)
1035:             2             80  java.time.format.DateTimeFormatterBuilder$ZoneTextPrinterParser (java.base@17.0.5)
1036:             2             80  java.time.zone.ZoneRules (java.base@17.0.5)
1037:             2             80  java.util.Collections$SingletonMap (java.base@17.0.5)
1038:             5             80  java.util.Comparator$$Lambda$71/0x0000000800c75238 (java.base@17.0.5)
1039:             2             80  java.util.Locale$Category (java.base@17.0.5)
1040:             2             80  java.util.concurrent.LinkedBlockingDeque (java.base@17.0.5)
1041:             5             80  java.util.regex.Pattern$CharPredicate$$Lambda$23/0x80000002d (java.base@17.0.5)
1042:             1             80  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper (java.management.rmi@17.0.5)
1043:             2             80  jdk.internal.loader.URLClassPath (java.base@17.0.5)
1044:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@17.0.5)
1045:             5             80  jdk.proxy1.$Proxy81 (jdk.proxy1)
1046:             5             80  jdk.proxy2.$Proxy42 (jdk.proxy2)
1047:             1             80  org.apache.catalina.core.StandardWrapperValve
1048:             1             80  org.apache.catalina.startup.Tomcat$SimpleRealm
1049:             1             80  org.apache.catalina.webresources.StandardRoot
1050:             2             80  org.apache.coyote.AsyncStateMachine
1051:             1             80  org.apache.coyote.RequestGroupInfo
1052:             2             80  org.apache.coyote.http11.filters.ChunkedOutputFilter
1053:             2             80  org.apache.coyote.http11.filters.IdentityInputFilter
1054:             2             80  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredMethodElement
1055:             2             80  org.springframework.boot.actuate.endpoint.web.WebOperationRequestPredicate
1056:             2             80  org.springframework.boot.actuate.endpoint.web.annotation.DiscoveredWebEndpoint
1057:             1             80  org.springframework.boot.autoconfigure.web.ServerProperties
1058:             1             80  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration
1059:             2             80  org.springframework.boot.context.config.Profiles$Type
1060:             2             80  org.springframework.boot.convert.ApplicationConversionService
1061:             2             80  org.springframework.cglib.proxy.Enhancer$EnhancerKey$$KeyFactoryByCGLIB$$4ce19e8f
1062:             1             80  org.springframework.context.support.PropertySourcesPlaceholderConfigurer
1063:             5             80  org.springframework.core.DefaultParameterNameDiscoverer
1064:             5             80  org.springframework.core.LocalVariableTableParameterNameDiscoverer
1065:             5             80  org.springframework.core.StandardReflectionParameterNameDiscoverer
1066:             5             80  org.springframework.web.accept.HeaderContentNegotiationStrategy
1067:             1             80  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
1068:             2             80  sun.management.MemoryManagerImpl (java.management@17.0.5)
1069:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@17.0.5)
1070:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@17.0.5)
1071:             1             72  [Lcom.fasterxml.jackson.databind.type.LogicalType;
1072:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@17.0.5)
1073:             1             72  [Ljdk.jfr.internal.LogTag; (jdk.jfr@17.0.5)
1074:             1             72  [Lorg.apache.coyote.AsyncStateMachine$AsyncState;
1075:             3             72  ch.qos.logback.core.pattern.FormatInfo
1076:             3             72  ch.qos.logback.core.spi.FilterReply
1077:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
1078:             3             72  com.fasterxml.jackson.core.Base64Variant$PaddingReadBehaviour
1079:             3             72  com.fasterxml.jackson.databind.PropertyName
1080:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
1081:             1             72  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
1082:             3             72  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager (java.xml@17.0.5)
1083:             3             72  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$GcGenerationAge
1084:             3             72  io.micrometer.core.instrument.config.MeterFilterReply
1085:             1             72  io.micrometer.core.instrument.simple.SimpleMeterRegistry
1086:             3             72  io.micrometer.core.util.internal.logging.LocationAwareSlf4JLogger
1087:             3             72  java.io.ObjectInputFilter$Status (java.base@17.0.5)
1088:             3             72  java.io.OutputStreamWriter (java.base@17.0.5)
1089:             3             72  java.lang.StackWalker$Option (java.base@17.0.5)
1090:             3             72  java.lang.WeakPairMap (java.base@17.0.5)
1091:             3             72  java.lang.annotation.RetentionPolicy (java.base@17.0.5)
1092:             3             72  java.lang.invoke.MethodHandleImpl$ArrayAccess (java.base@17.0.5)
1093:             3             72  java.lang.invoke.VarHandle$VarHandleDesc$Kind (java.base@17.0.5)
1094:             3             72  java.net.StandardProtocolFamily (java.base@17.0.5)
1095:             3             72  java.nio.file.AccessMode (java.base@17.0.5)
1096:             3             72  java.security.DrbgParameters$Capability (java.base@17.0.5)
1097:             3             72  java.time.Instant (java.base@17.0.5)
1098:             3             72  java.time.format.ResolverStyle (java.base@17.0.5)
1099:             3             72  java.util.Comparator$$Lambda$673/0x0000000800e7fc38 (java.base@17.0.5)
1100:             3             72  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@17.0.5)
1101:             3             72  java.util.concurrent.LinkedBlockingQueue$Node (java.base@17.0.5)
1102:             3             72  java.util.stream.Collector$Characteristics (java.base@17.0.5)
1103:             3             72  java.util.stream.MatchOps$MatchKind (java.base@17.0.5)
1104:             3             72  javax.servlet.SessionTrackingMode
1105:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@17.0.5)
1106:             3             72  jdk.xml.internal.JdkXmlFeatures (java.xml@17.0.5)
1107:             3             72  org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight
1108:             1             72  org.apache.catalina.connector.InputBuffer
1109:             3             72  org.apache.coyote.ContinueResponseTiming
1110:             3             72  org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus
1111:             3             72  org.apache.tomcat.util.buf.EncodedSolidusHandling
1112:             3             72  org.apache.tomcat.util.http.parser.HttpParser
1113:             3             72  org.apache.tomcat.util.http.parser.SkipResult
1114:             3             72  org.apache.tomcat.util.log.UserDataHelper$Mode
1115:             3             72  org.apache.tomcat.util.net.SendfileState
